sample_id,source,source_raw,site,paper,year,method,method_tier,units,is_source_reference,notes,verification_flag,Rb,Sr,Zr,Nb,Y,Ba,Ti,Th,U,Fe,Mn,Zn,Pb,Ga,source_file
kn-263,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,212.0,0.0,1292.0,66.0,,0.0,925.0,,,21925.0,504.0,199.0,29.0,,campbell_healey_2016.csv
kn-265,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,209.0,0.0,1294.0,66.0,,0.0,898.0,,,21881.0,430.0,192.0,24.0,,campbell_healey_2016.csv
kn-266,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,201.0,0.0,1249.0,62.0,,0.0,840.0,,,20556.0,597.0,184.0,24.0,,campbell_healey_2016.csv
kn-267,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,206.0,0.0,1274.0,65.0,,0.0,890.0,,,20869.0,505.0,187.0,25.0,,campbell_healey_2016.csv
kn-268,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,209.0,0.0,1280.0,62.0,,0.0,891.0,,,21454.0,469.0,186.0,26.0,,campbell_healey_2016.csv
kn-269,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,231.0,0.0,1359.0,70.0,,0.0,967.0,,,24042.0,485.0,215.0,32.0,,campbell_healey_2016.csv
kn-271,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,200.0,0.0,1247.0,63.0,,0.0,841.0,,,20794.0,532.0,182.0,30.0,,campbell_healey_2016.csv
kn-272,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,214.0,0.0,1285.0,66.0,,0.0,868.0,,,21721.0,634.0,205.0,27.0,,campbell_healey_2016.csv
kn-274,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,197.0,0.0,1237.0,65.0,,0.0,837.0,,,21046.0,666.0,175.0,24.0,,campbell_healey_2016.csv
kn-275,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,212.0,0.0,1290.0,65.0,,0.0,898.0,,,21418.0,499.0,189.0,20.0,,campbell_healey_2016.csv
kn-277,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,189.0,0.0,1200.0,61.0,,0.0,768.0,,,19047.0,576.0,165.0,23.0,,campbell_healey_2016.csv
kn-278,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,216.0,0.0,1322.0,66.0,,0.0,943.0,,,21835.0,539.0,204.0,35.0,,campbell_healey_2016.csv
kn-291,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,230.0,0.0,1382.0,72.0,,0.0,1055.0,,,24325.0,546.0,217.0,32.0,,campbell_healey_2016.csv
kn-293,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,201.0,0.0,1254.0,63.0,,0.0,852.0,,,20999.0,551.0,189.0,30.0,,campbell_healey_2016.csv
kn-294,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,212.0,0.0,1281.0,68.0,,0.0,888.0,,,21644.0,529.0,193.0,32.0,,campbell_healey_2016.csv
kn-301,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,200.0,0.0,1257.0,65.0,,0.0,896.0,,,20954.0,476.0,202.0,27.0,,campbell_healey_2016.csv
kn-302,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,190.0,0.0,1190.0,59.0,,0.0,817.0,,,19528.0,557.0,175.0,28.0,,campbell_healey_2016.csv
kn-303,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,210.0,0.0,1291.0,66.0,,0.0,806.0,,,21487.0,583.0,203.0,32.0,,campbell_healey_2016.csv
kn-310,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,203.0,0.0,1251.0,64.0,,84.0,860.0,,,20203.0,593.0,183.0,26.0,,campbell_healey_2016.csv
kn-313,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,206.0,0.0,1247.0,65.0,,119.0,814.0,,,20599.0,672.0,198.0,25.0,,campbell_healey_2016.csv
kn-317,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,208.0,0.0,1253.0,64.0,,0.0,851.0,,,20883.0,500.0,177.0,28.0,,campbell_healey_2016.csv
kn-345,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,207.0,0.0,1260.0,62.0,,0.0,850.0,,,20777.0,492.0,190.0,25.0,,campbell_healey_2016.csv
kn-348,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,206.0,0.0,1260.0,64.0,,0.0,865.0,,,21080.0,510.0,197.0,26.0,,campbell_healey_2016.csv
kn-360,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,218.0,0.0,1332.0,70.0,,0.0,926.0,,,22587.0,510.0,196.0,25.0,,campbell_healey_2016.csv
kn-363,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,212.0,0.0,1289.0,65.0,,0.0,896.0,,,21464.0,499.0,180.0,28.0,,campbell_healey_2016.csv
kn-364,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,209.0,0.0,1266.0,63.0,,0.0,891.0,,,21152.0,593.0,182.0,30.0,,campbell_healey_2016.csv
kn-379,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,208.0,0.0,1261.0,64.0,,0.0,893.0,,,21227.0,467.0,188.0,24.0,,campbell_healey_2016.csv
kn-380,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,221.0,0.0,1323.0,69.0,,0.0,937.0,,,22526.0,539.0,196.0,29.0,,campbell_healey_2016.csv
kn-384,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,213.0,0.0,1307.0,67.0,,0.0,889.0,,,21682.0,616.0,191.0,28.0,,campbell_healey_2016.csv
kn-386,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,212.0,0.0,1281.0,65.0,,0.0,913.0,,,21564.0,528.0,190.0,30.0,,campbell_healey_2016.csv
kn-387,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,212.0,0.0,1271.0,65.0,,0.0,891.0,,,21287.0,426.0,189.0,27.0,,campbell_healey_2016.csv
kn-394,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,211.0,0.0,1267.0,65.0,,0.0,876.0,,,20334.0,509.0,186.0,30.0,,campbell_healey_2016.csv
kn-395,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,204.0,0.0,1258.0,64.0,,0.0,888.0,,,21000.0,570.0,178.0,33.0,,campbell_healey_2016.csv
kn-399,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,207.0,0.0,1260.0,66.0,,0.0,867.0,,,21123.0,552.0,200.0,31.0,,campbell_healey_2016.csv
kn-401,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,236.0,0.0,1393.0,71.0,,0.0,1001.0,,,23998.0,497.0,210.0,31.0,,campbell_healey_2016.csv
kn-402,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,223.0,0.0,1327.0,71.0,,0.0,936.0,,,23159.0,488.0,198.0,30.0,,campbell_healey_2016.csv
kn-411,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,203.0,0.0,1244.0,65.0,,0.0,845.0,,,20887.0,622.0,187.0,29.0,,campbell_healey_2016.csv
kn-414,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,213.0,0.0,1298.0,66.0,,0.0,895.0,,,21749.0,464.0,196.0,26.0,,campbell_healey_2016.csv
kn-423,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,210.0,0.0,1265.0,65.0,,0.0,843.0,,,21453.0,553.0,188.0,32.0,,campbell_healey_2016.csv
kn-432,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,204.0,0.0,1226.0,63.0,,120.0,860.0,,,20517.0,580.0,184.0,28.0,,campbell_healey_2016.csv
kn-433,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,199.0,0.0,1239.0,65.0,,0.0,871.0,,,20510.0,560.0,192.0,32.0,,campbell_healey_2016.csv
kn-434,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,202.0,0.0,1230.0,65.0,,0.0,815.0,,,20310.0,510.0,173.0,25.0,,campbell_healey_2016.csv
kn-435,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,206.0,0.0,1270.0,68.0,,0.0,842.0,,,21450.0,501.0,195.0,30.0,,campbell_healey_2016.csv
kn-440,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,203.0,0.0,1259.0,63.0,,0.0,833.0,,,21246.0,466.0,184.0,32.0,,campbell_healey_2016.csv
kn-442,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,216.0,0.0,1299.0,69.0,,0.0,875.0,,,21615.0,471.0,192.0,29.0,,campbell_healey_2016.csv
kn-447,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,267.5737030651847,0.5426082871305686,1350.428855887689,54.89753540146767,117.0,77.96971745284837,934.2296565883166,,,25568.83656686704,585.4730825526105,225.56839670143407,45.144164602503984,,campbell_healey_2016.csv
kn-455,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,233.0,0.0,1350.0,72.0,,0.0,1025.0,,,24027.0,430.0,212.0,36.0,,campbell_healey_2016.csv
kn-456,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,214.0,0.0,1283.0,65.0,,0.0,906.0,,,21805.0,489.0,182.0,24.0,,campbell_healey_2016.csv
kn-457,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,205.0,0.0,1266.0,64.0,,0.0,816.0,,,21103.0,551.0,181.0,27.0,,campbell_healey_2016.csv
kn-458,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,214.0,0.0,1271.0,64.0,,0.0,912.0,,,20952.0,531.0,186.0,33.0,,campbell_healey_2016.csv
kn-459,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,217.0,0.0,1301.0,69.0,,74.0,832.0,,,21329.0,600.0,185.0,32.0,,campbell_healey_2016.csv
kn-461,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,213.0,0.0,1289.0,65.0,,0.0,912.0,,,21483.0,513.0,179.0,30.0,,campbell_healey_2016.csv
kn-462,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,211.0,0.0,1306.0,64.0,,0.0,915.0,,,21214.0,534.0,186.0,26.0,,campbell_healey_2016.csv
kn-464,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,202.0,0.0,1256.0,65.0,,0.0,851.0,,,20956.0,617.0,192.0,30.0,,campbell_healey_2016.csv
kn-469,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,203.0,0.0,1251.0,64.0,,149.0,891.0,,,20757.0,675.0,183.0,23.0,,campbell_healey_2016.csv
kn-470,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,206.0,0.0,1241.0,63.0,,113.0,882.0,,,20432.0,643.0,211.0,27.0,,campbell_healey_2016.csv
kn-472,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,212.0,0.0,1299.0,67.0,,0.0,851.0,,,21285.0,505.0,203.0,28.0,,campbell_healey_2016.csv
kn-473,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,208.0,0.0,1245.0,62.0,,0.0,834.0,,,20405.0,557.0,174.0,25.0,,campbell_healey_2016.csv
kn-474,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,210.0,0.0,1249.0,63.0,,0.0,857.0,,,20925.0,550.0,187.0,29.0,,campbell_healey_2016.csv
kn-478,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,210.0,0.0,1281.0,66.0,,0.0,866.0,,,21689.0,482.0,187.0,26.0,,campbell_healey_2016.csv
kn-479,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,204.0,0.0,1256.0,64.0,,0.0,890.0,,,21350.0,539.0,175.0,28.0,,campbell_healey_2016.csv
kn-489,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,199.0,0.0,1255.0,63.0,,68.0,816.0,,,20861.0,574.0,190.0,32.0,,campbell_healey_2016.csv
kn-492,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,207.0,0.0,1279.0,66.0,,0.0,992.0,,,21367.0,546.0,179.0,28.0,,campbell_healey_2016.csv
kn-493,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,200.0,0.0,1249.0,63.0,,0.0,855.0,,,21114.0,553.0,190.0,28.0,,campbell_healey_2016.csv
kn-495,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,203.0,0.0,1263.0,65.0,,0.0,886.0,,,20479.0,603.0,181.0,31.0,,campbell_healey_2016.csv
kn-497,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,202.0,0.0,1247.0,63.0,,0.0,895.0,,,20794.0,522.0,175.0,26.0,,campbell_healey_2016.csv
kn-501,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,205.0,0.0,1252.0,63.0,,0.0,882.0,,,20967.0,557.0,183.0,29.0,,campbell_healey_2016.csv
kn-503,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,220.0,0.0,1307.0,65.0,,0.0,982.0,,,22355.0,526.0,205.0,30.0,,campbell_healey_2016.csv
kn-505,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,204.0,0.0,1234.0,63.0,,0.0,841.0,,,19891.0,459.0,175.0,25.0,,campbell_healey_2016.csv
kn-506,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,198.0,0.0,1191.0,61.0,,0.0,842.0,,,19713.0,494.0,161.0,23.0,,campbell_healey_2016.csv
kn-507,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,214.0,0.0,1262.0,64.0,,0.0,928.0,,,21267.0,552.0,191.0,30.0,,campbell_healey_2016.csv
kn-508,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,228.0,0.0,1380.0,70.0,,0.0,944.0,,,22405.0,545.0,193.0,33.0,,campbell_healey_2016.csv
kn-510,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,203.0,0.0,1260.0,64.0,,0.0,845.0,,,20237.0,432.0,173.0,23.0,,campbell_healey_2016.csv
kn-512,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,209.0,0.0,1269.0,66.0,,0.0,846.0,,,21302.0,588.0,179.0,33.0,,campbell_healey_2016.csv
kn-514,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,208.0,0.0,1294.0,66.0,,0.0,942.0,,,20934.0,457.0,191.0,27.0,,campbell_healey_2016.csv
kn-516,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,203.0,0.0,1244.0,63.0,,109.0,852.0,,,20302.0,610.0,187.0,28.0,,campbell_healey_2016.csv
kn-520,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,228.0,0.0,1372.0,72.0,,0.0,993.0,,,22947.0,535.0,204.0,30.0,,campbell_healey_2016.csv
kn-521,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,203.0,0.0,1250.0,67.0,,0.0,863.0,,,20752.0,527.0,168.0,25.0,,campbell_healey_2016.csv
kn-522,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,213.0,0.0,1270.0,65.0,,0.0,818.0,,,20561.0,467.0,180.0,29.0,,campbell_healey_2016.csv
kn-524,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,198.0,0.0,1250.0,63.0,,0.0,912.0,,,20476.0,557.0,175.0,28.0,,campbell_healey_2016.csv
kn-525,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,190.0,0.0,1193.0,61.0,,0.0,801.0,,,19005.0,489.0,173.0,24.0,,campbell_healey_2016.csv
kn-528,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,190.0,0.0,1200.0,61.0,,0.0,846.0,,,19456.0,503.0,157.0,28.0,,campbell_healey_2016.csv
kn-529,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,196.0,0.0,1213.0,62.0,,0.0,802.0,,,19618.0,490.0,171.0,29.0,,campbell_healey_2016.csv
kn-530,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,206.0,0.0,1260.0,63.0,,0.0,868.0,,,20952.0,525.0,192.0,28.0,,campbell_healey_2016.csv
kn-537,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,208.0,0.0,1272.0,66.0,,0.0,910.0,,,21611.0,453.0,197.0,32.0,,campbell_healey_2016.csv
kn-538,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,232.0,0.0,1382.0,70.0,,0.0,963.0,,,23691.0,517.0,212.0,30.0,,campbell_healey_2016.csv
kn-539,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,206.0,0.0,1229.0,61.0,,0.0,833.0,,,20571.0,494.0,168.0,29.0,,campbell_healey_2016.csv
kn-540,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,235.0,0.0,1377.0,69.0,,0.0,998.0,,,24846.0,549.0,198.0,32.0,,campbell_healey_2016.csv
kn-544,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,193.0,0.0,1235.0,63.0,,0.0,898.0,,,20093.0,485.0,186.0,26.0,,campbell_healey_2016.csv
kn-546,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,220.0,0.0,1383.0,70.0,,0.0,958.0,,,22619.0,587.0,194.0,33.0,,campbell_healey_2016.csv
kn-548,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,210.0,0.0,1277.0,65.0,,0.0,860.0,,,21673.0,517.0,178.0,29.0,,campbell_healey_2016.csv
kn-553,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,213.0,0.0,1283.0,68.0,,0.0,891.0,,,21634.0,446.0,174.0,26.0,,campbell_healey_2016.csv
kn-555,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,202.0,0.0,1225.0,62.0,,0.0,870.0,,,20365.0,517.0,196.0,28.0,,campbell_healey_2016.csv
kn-557,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,198.0,0.0,1221.0,63.0,,0.0,1055.0,,,19928.0,502.0,156.0,23.0,,campbell_healey_2016.csv
kn-558,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,211.0,0.0,1308.0,66.0,,0.0,923.0,,,21727.0,476.0,197.0,29.0,,campbell_healey_2016.csv
kn-559,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,207.0,0.0,1269.0,63.0,,0.0,962.0,,,21593.0,482.0,190.0,28.0,,campbell_healey_2016.csv
kn-561,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,196.0,0.0,1227.0,63.0,,0.0,820.0,,,19921.0,511.0,186.0,24.0,,campbell_healey_2016.csv
kn-562,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,224.0,0.0,1343.0,70.0,,0.0,861.0,,,23358.0,547.0,198.0,28.0,,campbell_healey_2016.csv
kn-563,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,215.0,0.0,1296.0,67.0,,0.0,947.0,,,21991.0,574.0,190.0,30.0,,campbell_healey_2016.csv
kn-564,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,224.0,0.0,1330.0,68.0,,0.0,934.0,,,23123.0,505.0,189.0,28.0,,campbell_healey_2016.csv
kn-565,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,202.0,0.0,1247.0,66.0,,0.0,894.0,,,20798.0,441.0,179.0,28.0,,campbell_healey_2016.csv
kn-567,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,202.0,0.0,1240.0,65.0,,89.0,845.0,,,20768.0,616.0,194.0,34.0,,campbell_healey_2016.csv
kn-568,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,207.0,0.0,1256.0,63.0,,136.0,915.0,,,21142.0,583.0,189.0,32.0,,campbell_healey_2016.csv
kn-570,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,199.0,0.0,1249.0,62.0,,99.0,893.0,,,20459.0,613.0,183.0,24.0,,campbell_healey_2016.csv
kn-572,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,220.0,0.0,1368.0,71.0,,0.0,940.0,,,21627.0,506.0,192.0,32.0,,campbell_healey_2016.csv
kn-575,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,204.0,0.0,1262.0,66.0,,86.0,900.0,,,20963.0,669.0,180.0,31.0,,campbell_healey_2016.csv
kn-577,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,202.0,0.0,1255.0,66.0,,0.0,891.0,,,20690.0,480.0,185.0,27.0,,campbell_healey_2016.csv
kn-578,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,211.0,0.0,1279.0,66.0,,0.0,893.0,,,21461.0,490.0,170.0,28.0,,campbell_healey_2016.csv
kn-581,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,216.0,0.0,1308.0,70.0,,0.0,901.0,,,22043.0,581.0,201.0,29.0,,campbell_healey_2016.csv
kn-582,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,206.0,0.0,1259.0,62.0,,0.0,869.0,,,21056.0,482.0,182.0,27.0,,campbell_healey_2016.csv
kn-583,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,205.0,0.0,1268.0,64.0,,0.0,848.0,,,20897.0,537.0,178.0,29.0,,campbell_healey_2016.csv
kn-584,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,200.0,0.0,1268.0,64.0,,0.0,888.0,,,21420.0,500.0,188.0,28.0,,campbell_healey_2016.csv
kn-585,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,209.0,0.0,1248.0,63.0,,0.0,820.0,,,20946.0,543.0,184.0,28.0,,campbell_healey_2016.csv
kn-586,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,214.0,0.0,1280.0,65.0,,0.0,869.0,,,22114.0,533.0,186.0,29.0,,campbell_healey_2016.csv
kn-587,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,201.0,0.0,1238.0,65.0,,0.0,920.0,,,20579.0,491.0,180.0,29.0,,campbell_healey_2016.csv
kn-589,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,215.0,0.0,1312.0,65.0,,0.0,850.0,,,21724.0,567.0,203.0,29.0,,campbell_healey_2016.csv
kn-590,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,215.0,0.0,1284.0,66.0,,0.0,889.0,,,21550.0,501.0,188.0,22.0,,campbell_healey_2016.csv
kn-592,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,216.0,0.0,1311.0,68.0,,0.0,865.0,,,21900.0,546.0,195.0,35.0,,campbell_healey_2016.csv
kn-594,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,206.0,0.0,1301.0,66.0,,0.0,939.0,,,21861.0,601.0,212.0,29.0,,campbell_healey_2016.csv
kn-597,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,220.0,0.0,1327.0,69.0,,0.0,966.0,,,22872.0,471.0,208.0,31.0,,campbell_healey_2016.csv
kn-598,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,209.0,0.0,1267.0,65.0,,0.0,902.0,,,20960.0,591.0,173.0,31.0,,campbell_healey_2016.csv
kn-602,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,210.0,0.0,1327.0,67.0,,0.0,981.0,,,21878.0,496.0,202.0,28.0,,campbell_healey_2016.csv
kn-605,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,202.0,0.0,1232.0,60.0,,0.0,843.0,,,20091.0,485.0,173.0,28.0,,campbell_healey_2016.csv
kn-607,NemrutDag,,geological source,Campbell & Healey 2016,2016.0,pXRF,1.0,ppm,True,,False,210.0,0.0,1272.0,63.0,,0.0,850.0,,,21180.0,515.0,192.0,28.0,,campbell_healey_2016.csv
