Reference number,Sample note,Source,Al,Si,K,Ca,Ti,Mn,Fe,Zn,Rb,Sr,Y,Zr,Nb,Ba,Pb,source,sample_id,site,notes,verification_flag,paper,year,method,method_tier,units,is_source_reference
kn-237,,Nemrut Dağ,67418.0,347788.0,37283.0,3162.0,890.0,497.0,21664.0,194.0,208.0,0.0,,1288.0,67.0,0.0,26.0,NemrutDag,kn-237,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-239,,Nemrut Dağ,67407.0,347577.0,38127.0,3055.0,920.0,562.0,22770.0,201.0,216.0,0.0,,1321.0,64.0,0.0,29.0,NemrutDag,kn-239,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-247,,Nemrut Dağ,77121.0,381008.0,51469.0,3479.0,981.0,550.0,23794.0,202.0,230.0,1.0,,1388.0,70.0,0.0,36.0,NemrutDag,kn-247,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-249,,Nemrut Dağ,71007.0,360419.0,38198.0,3148.0,914.0,525.0,21937.0,195.0,220.0,0.0,,1329.0,66.0,0.0,28.0,NemrutDag,kn-249,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-251,,Nemrut Dağ,70328.0,349593.0,41467.0,6457.0,1015.0,452.0,22475.0,200.0,214.0,0.0,,1297.0,65.0,0.0,26.0,NemrutDag,kn-251,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-252,,Nemrut Dağ,69183.0,354347.0,40464.0,3637.0,894.0,476.0,21227.0,188.0,208.0,0.0,,1281.0,65.0,0.0,33.0,NemrutDag,kn-252,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-254,,Nemrut Dağ,65818.0,341287.0,36623.0,2882.0,838.0,551.0,21353.0,179.0,200.0,0.0,,1269.0,67.0,0.0,25.0,NemrutDag,kn-254,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-263,,Nemrut Dağ,69414.0,356669.0,36703.0,2984.0,925.0,504.0,21925.0,199.0,212.0,0.0,,1292.0,66.0,0.0,29.0,NemrutDag,kn-263,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-265,,Nemrut Dağ,69168.0,353648.0,37588.0,4298.0,898.0,430.0,21881.0,192.0,209.0,0.0,,1294.0,66.0,0.0,24.0,NemrutDag,kn-265,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-266,,Nemrut Dağ,66019.0,340628.0,35194.0,2836.0,840.0,597.0,20556.0,184.0,201.0,0.0,,1249.0,62.0,0.0,24.0,NemrutDag,kn-266,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-267,,Nemrut Dağ,71682.0,363210.0,39632.0,2908.0,890.0,505.0,20869.0,187.0,206.0,0.0,,1274.0,65.0,0.0,25.0,NemrutDag,kn-267,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-268,,Nemrut Dağ,72053.0,363020.0,36760.0,2841.0,891.0,469.0,21454.0,186.0,209.0,0.0,,1280.0,62.0,0.0,26.0,NemrutDag,kn-268,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-269,,Nemrut Dağ,71886.0,369233.0,41771.0,3009.0,967.0,485.0,24042.0,215.0,231.0,0.0,,1359.0,70.0,0.0,32.0,NemrutDag,kn-269,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-271,,Nemrut Dağ,69083.0,348660.0,45838.0,3172.0,841.0,532.0,20794.0,182.0,200.0,0.0,,1247.0,63.0,0.0,30.0,NemrutDag,kn-271,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-272,,Nemrut Dağ,69972.0,357653.0,37448.0,2882.0,868.0,634.0,21721.0,205.0,214.0,0.0,,1285.0,66.0,0.0,27.0,NemrutDag,kn-272,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-274,,Nemrut Dağ,65739.0,342409.0,35121.0,2880.0,837.0,666.0,21046.0,175.0,197.0,0.0,,1237.0,65.0,0.0,24.0,NemrutDag,kn-274,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-275,,Nemrut Dağ,68851.0,355079.0,40292.0,2908.0,898.0,499.0,21418.0,189.0,212.0,0.0,,1290.0,65.0,0.0,20.0,NemrutDag,kn-275,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-277,,Nemrut Dağ,69634.0,352724.0,33923.0,2926.0,768.0,576.0,19047.0,165.0,189.0,0.0,,1200.0,61.0,0.0,23.0,NemrutDag,kn-277,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-278,,Nemrut Dağ,76700.0,375306.0,39406.0,3043.0,943.0,539.0,21835.0,204.0,216.0,0.0,,1322.0,66.0,0.0,35.0,NemrutDag,kn-278,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-291,,Nemrut Dağ,74277.0,374479.0,43663.0,3189.0,1055.0,546.0,24325.0,217.0,230.0,0.0,,1382.0,72.0,0.0,32.0,NemrutDag,kn-291,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-293,,Nemrut Dağ,70238.0,357849.0,36600.0,3087.0,852.0,551.0,20999.0,189.0,201.0,0.0,,1254.0,63.0,0.0,30.0,NemrutDag,kn-293,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-294,,Nemrut Dağ,66640.0,350047.0,38246.0,4485.0,888.0,529.0,21644.0,193.0,212.0,0.0,,1281.0,68.0,0.0,32.0,NemrutDag,kn-294,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-301,,Nemrut Dağ,70029.0,353291.0,36704.0,3188.0,896.0,476.0,20954.0,202.0,200.0,0.0,,1257.0,65.0,0.0,27.0,NemrutDag,kn-301,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-302,,Nemrut Dağ,65419.0,338782.0,33839.0,2957.0,817.0,557.0,19528.0,175.0,190.0,0.0,,1190.0,59.0,0.0,28.0,NemrutDag,kn-302,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-303,,Nemrut Dağ,71321.0,364999.0,36974.0,2863.0,806.0,583.0,21487.0,203.0,210.0,0.0,,1291.0,66.0,0.0,32.0,NemrutDag,kn-303,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-310,,Nemrut Dağ,70023.0,354496.0,35431.0,3157.0,860.0,593.0,20203.0,183.0,203.0,0.0,,1251.0,64.0,84.0,26.0,NemrutDag,kn-310,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-313,,Nemrut Dağ,69549.0,352419.0,35275.0,2837.0,814.0,672.0,20599.0,198.0,206.0,0.0,,1247.0,65.0,119.0,25.0,NemrutDag,kn-313,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-317,,Nemrut Dağ,68155.0,349880.0,35869.0,2806.0,851.0,500.0,20883.0,177.0,208.0,0.0,,1253.0,64.0,0.0,28.0,NemrutDag,kn-317,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-345,,Nemrut Dağ,70730.0,362676.0,36573.0,2841.0,850.0,492.0,20777.0,190.0,207.0,0.0,,1260.0,62.0,0.0,25.0,NemrutDag,kn-345,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-348,,Nemrut Dağ,69292.0,354276.0,36179.0,3024.0,865.0,510.0,21080.0,197.0,206.0,0.0,,1260.0,64.0,0.0,26.0,NemrutDag,kn-348,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-360,,Nemrut Dağ,73764.0,373593.0,39061.0,3222.0,926.0,510.0,22587.0,196.0,218.0,0.0,,1332.0,70.0,0.0,25.0,NemrutDag,kn-360,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-363,,Nemrut Dağ,71163.0,356927.0,45593.0,3110.0,896.0,499.0,21464.0,180.0,212.0,0.0,,1289.0,65.0,0.0,28.0,NemrutDag,kn-363,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-364,,Nemrut Dağ,69723.0,354859.0,37825.0,3031.0,891.0,593.0,21152.0,182.0,209.0,0.0,,1266.0,63.0,0.0,30.0,NemrutDag,kn-364,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-379,,Nemrut Dağ,69413.0,355859.0,37957.0,3062.0,893.0,467.0,21227.0,188.0,208.0,0.0,,1261.0,64.0,0.0,24.0,NemrutDag,kn-379,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-380,,Nemrut Dağ,72874.0,367434.0,39350.0,3030.0,937.0,539.0,22526.0,196.0,221.0,0.0,,1323.0,69.0,0.0,29.0,NemrutDag,kn-380,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-384,,Nemrut Dağ,72173.0,364193.0,37618.0,2907.0,889.0,616.0,21682.0,191.0,213.0,0.0,,1307.0,67.0,0.0,28.0,NemrutDag,kn-384,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-386,,Nemrut Dağ,69769.0,360665.0,37364.0,3299.0,913.0,528.0,21564.0,190.0,212.0,0.0,,1281.0,65.0,0.0,30.0,NemrutDag,kn-386,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-387,,Nemrut Dağ,70515.0,357456.0,37569.0,3110.0,891.0,426.0,21287.0,189.0,212.0,0.0,,1271.0,65.0,0.0,27.0,NemrutDag,kn-387,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-394,,Nemrut Dağ,69207.0,352570.0,49020.0,3192.0,876.0,509.0,20334.0,186.0,211.0,0.0,,1267.0,65.0,0.0,30.0,NemrutDag,kn-394,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-395,,Nemrut Dağ,70036.0,360990.0,36789.0,2901.0,888.0,570.0,21000.0,178.0,204.0,0.0,,1258.0,64.0,0.0,33.0,NemrutDag,kn-395,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-399,,Nemrut Dağ,67227.0,348420.0,35910.0,3674.0,867.0,552.0,21123.0,200.0,207.0,0.0,,1260.0,66.0,0.0,31.0,NemrutDag,kn-399,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-401,mean of 2 readings,Nemrut Dağ,78612.0,389482.0,41908.0,3116.0,1001.0,497.0,23998.0,210.0,236.0,0.0,,1393.0,71.0,0.0,31.0,NemrutDag,kn-401,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-402,,Nemrut Dağ,71794.0,366964.0,40245.0,3199.0,936.0,488.0,23159.0,198.0,223.0,0.0,,1327.0,71.0,0.0,30.0,NemrutDag,kn-402,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-411,,Nemrut Dağ,67251.0,352112.0,36409.0,3151.0,845.0,622.0,20887.0,187.0,203.0,0.0,,1244.0,65.0,0.0,29.0,NemrutDag,kn-411,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-414,,Nemrut Dağ,68218.0,354778.0,38346.0,3323.0,895.0,464.0,21749.0,196.0,213.0,0.0,,1298.0,66.0,0.0,26.0,NemrutDag,kn-414,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-423,,Nemrut Dağ,68424.0,350636.0,36522.0,2848.0,843.0,553.0,21453.0,188.0,210.0,0.0,,1265.0,65.0,0.0,32.0,NemrutDag,kn-423,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-432,,Nemrut Dağ,64738.0,335973.0,34196.0,2885.0,860.0,580.0,20517.0,184.0,204.0,0.0,,1226.0,63.0,120.0,28.0,NemrutDag,kn-432,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-433,,Nemrut Dağ,66779.0,342705.0,38596.0,3041.0,871.0,560.0,20510.0,192.0,199.0,0.0,,1239.0,65.0,0.0,32.0,NemrutDag,kn-433,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-434,,Nemrut Dağ,65906.0,341181.0,41085.0,2800.0,815.0,510.0,20310.0,173.0,202.0,0.0,,1230.0,65.0,0.0,25.0,NemrutDag,kn-434,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-435,,Nemrut Dağ,65555.0,337552.0,36595.0,3057.0,842.0,501.0,21450.0,195.0,206.0,0.0,,1270.0,68.0,0.0,30.0,NemrutDag,kn-435,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-440,,Nemrut Dağ,66122.0,344071.0,35954.0,2898.0,833.0,466.0,21246.0,184.0,203.0,0.0,,1259.0,63.0,0.0,32.0,NemrutDag,kn-440,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-442,,Nemrut Dağ,68013.0,349781.0,39259.0,3128.0,875.0,471.0,21615.0,192.0,216.0,0.0,,1299.0,69.0,0.0,29.0,NemrutDag,kn-442,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-447,mean of 3 readings,Nemrut Dağ,67789.62970068719,375681.9570999273,40078.95740489716,1995.559316562713,934.2296565883166,585.4730825526105,25568.83656686704,225.56839670143407,267.5737030651847,0.5426082871305686,117.0,1350.428855887689,54.89753540146767,77.96971745284837,45.144164602503984,NemrutDag,kn-447,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-455,,Nemrut Dağ,70908.0,366632.0,41309.0,3262.0,1025.0,430.0,24027.0,212.0,233.0,0.0,,1350.0,72.0,0.0,36.0,NemrutDag,kn-455,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-456,,Nemrut Dağ,67670.0,348656.0,40460.0,4945.0,906.0,489.0,21805.0,182.0,214.0,0.0,,1283.0,65.0,0.0,24.0,NemrutDag,kn-456,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-457,,Nemrut Dağ,67416.0,344854.0,41483.0,3193.0,816.0,551.0,21103.0,181.0,205.0,0.0,,1266.0,64.0,0.0,27.0,NemrutDag,kn-457,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-458,,Nemrut Dağ,69532.0,358902.0,37121.0,3004.0,912.0,531.0,20952.0,186.0,214.0,0.0,,1271.0,64.0,0.0,33.0,NemrutDag,kn-458,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-459,,Nemrut Dağ,69732.0,357554.0,36197.0,3718.0,832.0,600.0,21329.0,185.0,217.0,0.0,,1301.0,69.0,74.0,32.0,NemrutDag,kn-459,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-461,,Nemrut Dağ,71442.0,362977.0,39258.0,3070.0,912.0,513.0,21483.0,179.0,213.0,0.0,,1289.0,65.0,0.0,30.0,NemrutDag,kn-461,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-462,,Nemrut Dağ,70265.0,356078.0,34374.0,3517.0,915.0,534.0,21214.0,186.0,211.0,0.0,,1306.0,64.0,0.0,26.0,NemrutDag,kn-462,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-464,,Nemrut Dağ,69177.0,356334.0,37779.0,3123.0,851.0,617.0,20956.0,192.0,202.0,0.0,,1256.0,65.0,0.0,30.0,NemrutDag,kn-464,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-469,,Nemrut Dağ,69310.0,351747.0,36606.0,3078.0,891.0,675.0,20757.0,183.0,203.0,0.0,,1251.0,64.0,149.0,23.0,NemrutDag,kn-469,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-470,,Nemrut Dağ,68387.0,348503.0,35329.0,3039.0,882.0,643.0,20432.0,211.0,206.0,0.0,,1241.0,63.0,113.0,27.0,NemrutDag,kn-470,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-472,,Nemrut Dağ,72260.0,363405.0,38403.0,3224.0,851.0,505.0,21285.0,203.0,212.0,0.0,,1299.0,67.0,0.0,28.0,NemrutDag,kn-472,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-473,,Nemrut Dağ,66938.0,341055.0,36791.0,4283.0,834.0,557.0,20405.0,174.0,208.0,0.0,,1245.0,62.0,0.0,25.0,NemrutDag,kn-473,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-474,,Nemrut Dağ,67934.0,349708.0,42818.0,3058.0,857.0,550.0,20925.0,187.0,210.0,0.0,,1249.0,63.0,0.0,29.0,NemrutDag,kn-474,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-478,,Nemrut Dağ,70735.0,359280.0,37642.0,3132.0,866.0,482.0,21689.0,187.0,210.0,0.0,,1281.0,66.0,0.0,26.0,NemrutDag,kn-478,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-479,,Nemrut Dağ,70467.0,347252.0,37598.0,3171.0,890.0,539.0,21350.0,175.0,204.0,0.0,,1256.0,64.0,0.0,28.0,NemrutDag,kn-479,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-489,,Nemrut Dağ,67419.0,360388.0,34301.0,3294.0,816.0,574.0,20861.0,190.0,199.0,0.0,,1255.0,63.0,68.0,32.0,NemrutDag,kn-489,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-492,,Nemrut Dağ,69986.0,358140.0,37387.0,3126.0,992.0,546.0,21367.0,179.0,207.0,0.0,,1279.0,66.0,0.0,28.0,NemrutDag,kn-492,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-493,,Nemrut Dağ,68875.0,349541.0,36623.0,3180.0,855.0,553.0,21114.0,190.0,200.0,0.0,,1249.0,63.0,0.0,28.0,NemrutDag,kn-493,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-495,,Nemrut Dağ,70594.0,362059.0,36256.0,3211.0,886.0,603.0,20479.0,181.0,203.0,0.0,,1263.0,65.0,0.0,31.0,NemrutDag,kn-495,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-497,,Nemrut Dağ,67327.0,348183.0,36398.0,3126.0,895.0,522.0,20794.0,175.0,202.0,0.0,,1247.0,63.0,0.0,26.0,NemrutDag,kn-497,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-501,mean of 3 readings,Nemrut Dağ,68917.0,349180.0,40113.0,3710.0,882.0,557.0,20967.0,183.0,205.0,0.0,,1252.0,63.0,0.0,29.0,NemrutDag,kn-501,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-503,,Nemrut Dağ,70867.0,358133.0,39449.0,3174.0,982.0,526.0,22355.0,205.0,220.0,0.0,,1307.0,65.0,0.0,30.0,NemrutDag,kn-503,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-505,,Nemrut Dağ,62419.0,374425.0,33746.0,3529.0,841.0,459.0,19891.0,175.0,204.0,0.0,,1234.0,63.0,0.0,25.0,NemrutDag,kn-505,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-506,,Nemrut Dağ,67572.0,344868.0,33401.0,3244.0,842.0,494.0,19713.0,161.0,198.0,0.0,,1191.0,61.0,0.0,23.0,NemrutDag,kn-506,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-507,,Nemrut Dağ,69950.0,356002.0,36306.0,3123.0,928.0,552.0,21267.0,191.0,214.0,0.0,,1262.0,64.0,0.0,30.0,NemrutDag,kn-507,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-508,,Nemrut Dağ,77823.0,383115.0,38882.0,3205.0,944.0,545.0,22405.0,193.0,228.0,0.0,,1380.0,70.0,0.0,33.0,NemrutDag,kn-508,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-510,,Nemrut Dağ,73221.0,374136.0,37218.0,3081.0,845.0,432.0,20237.0,173.0,203.0,0.0,,1260.0,64.0,0.0,23.0,NemrutDag,kn-510,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-512,,Nemrut Dağ,70387.0,358570.0,36573.0,3131.0,846.0,588.0,21302.0,179.0,209.0,0.0,,1269.0,66.0,0.0,33.0,NemrutDag,kn-512,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-514,,Nemrut Dağ,70973.0,357879.0,37318.0,3227.0,942.0,457.0,20934.0,191.0,208.0,0.0,,1294.0,66.0,0.0,27.0,NemrutDag,kn-514,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-516,,Nemrut Dağ,66567.0,335466.0,58469.0,5275.0,852.0,610.0,20302.0,187.0,203.0,0.0,,1244.0,63.0,109.0,28.0,NemrutDag,kn-516,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-520,mean of 2 readings,Nemrut Dağ,79908.0,384751.0,40668.0,3435.0,993.0,535.0,22947.0,204.0,228.0,0.0,,1372.0,72.0,0.0,30.0,NemrutDag,kn-520,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-521,,Nemrut Dağ,68973.0,347810.0,38478.0,3148.0,863.0,527.0,20752.0,168.0,203.0,0.0,,1250.0,67.0,0.0,25.0,NemrutDag,kn-521,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-522,,Nemrut Dağ,70876.0,357444.0,36368.0,3083.0,818.0,467.0,20561.0,180.0,213.0,0.0,,1270.0,65.0,0.0,29.0,NemrutDag,kn-522,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-524,,Nemrut Dağ,69168.0,347423.0,35042.0,3030.0,912.0,557.0,20476.0,175.0,198.0,0.0,,1250.0,63.0,0.0,28.0,NemrutDag,kn-524,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-525,mean of 2 readings,Nemrut Dağ,68811.0,349121.0,32780.0,2946.0,801.0,489.0,19005.0,173.0,190.0,0.0,,1193.0,61.0,0.0,24.0,NemrutDag,kn-525,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-528,,Nemrut Dağ,67521.0,343277.0,34682.0,3053.0,846.0,503.0,19456.0,157.0,190.0,0.0,,1200.0,61.0,0.0,28.0,NemrutDag,kn-528,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-529,mean of 2 readings,Nemrut Dağ,70550.0,358413.0,44491.0,2857.0,802.0,490.0,19618.0,171.0,196.0,0.0,,1213.0,62.0,0.0,29.0,NemrutDag,kn-529,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-530,,Nemrut Dağ,67051.0,360795.0,39735.0,3139.0,868.0,525.0,20952.0,192.0,206.0,0.0,,1260.0,63.0,0.0,28.0,NemrutDag,kn-530,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-537,,Nemrut Dağ,69686.0,353161.0,38092.0,3560.0,910.0,453.0,21611.0,197.0,208.0,0.0,,1272.0,66.0,0.0,32.0,NemrutDag,kn-537,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-538,,Nemrut Dağ,76901.0,378438.0,43806.0,3211.0,963.0,517.0,23691.0,212.0,232.0,0.0,,1382.0,70.0,0.0,30.0,NemrutDag,kn-538,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-539,,Nemrut Dağ,69728.0,352600.0,35507.0,4200.0,833.0,494.0,20571.0,168.0,206.0,0.0,,1229.0,61.0,0.0,29.0,NemrutDag,kn-539,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-540,,Nemrut Dağ,74041.0,378904.0,42770.0,3049.0,998.0,549.0,24846.0,198.0,235.0,0.0,,1377.0,69.0,0.0,32.0,NemrutDag,kn-540,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-544,,Nemrut Dağ,69132.0,344415.0,33484.0,3775.0,898.0,485.0,20093.0,186.0,193.0,0.0,,1235.0,63.0,0.0,26.0,NemrutDag,kn-544,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-546,,Nemrut Dağ,79084.0,389941.0,40506.0,3155.0,958.0,587.0,22619.0,194.0,220.0,0.0,,1383.0,70.0,0.0,33.0,NemrutDag,kn-546,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-548,,Nemrut Dağ,69931.0,352484.0,36695.0,3077.0,860.0,517.0,21673.0,178.0,210.0,0.0,,1277.0,65.0,0.0,29.0,NemrutDag,kn-548,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-553,,Nemrut Dağ,69780.0,357642.0,37441.0,3071.0,891.0,446.0,21634.0,174.0,213.0,0.0,,1283.0,68.0,0.0,26.0,NemrutDag,kn-553,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-555,,Nemrut Dağ,65286.0,344361.0,36074.0,11172.0,870.0,517.0,20365.0,196.0,202.0,0.0,,1225.0,62.0,0.0,28.0,NemrutDag,kn-555,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-557,,Nemrut Dağ,71836.0,330645.0,45210.0,5043.0,1055.0,502.0,19928.0,156.0,198.0,0.0,,1221.0,63.0,0.0,23.0,NemrutDag,kn-557,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-558,,Nemrut Dağ,72524.0,361398.0,45291.0,3510.0,923.0,476.0,21727.0,197.0,211.0,0.0,,1308.0,66.0,0.0,29.0,NemrutDag,kn-558,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-559,,Nemrut Dağ,69988.0,355551.0,36531.0,5292.0,962.0,482.0,21593.0,190.0,207.0,0.0,,1269.0,63.0,0.0,28.0,NemrutDag,kn-559,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-561,,Nemrut Dağ,69546.0,350490.0,34100.0,2993.0,820.0,511.0,19921.0,186.0,196.0,0.0,,1227.0,63.0,0.0,24.0,NemrutDag,kn-561,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-562,,Nemrut Dağ,69326.0,350436.0,36997.0,3253.0,861.0,547.0,23358.0,198.0,224.0,0.0,,1343.0,70.0,0.0,28.0,NemrutDag,kn-562,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-563,,Nemrut Dağ,72383.0,364938.0,39257.0,3322.0,947.0,574.0,21991.0,190.0,215.0,0.0,,1296.0,67.0,0.0,30.0,NemrutDag,kn-563,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-564,,Nemrut Dağ,72614.0,367182.0,39917.0,3180.0,934.0,505.0,23123.0,189.0,224.0,0.0,,1330.0,68.0,0.0,28.0,NemrutDag,kn-564,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-565,,Nemrut Dağ,72140.0,365703.0,36890.0,3653.0,894.0,441.0,20798.0,179.0,202.0,0.0,,1247.0,66.0,0.0,28.0,NemrutDag,kn-565,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-567,,Nemrut Dağ,68698.0,352637.0,36201.0,3518.0,845.0,616.0,20768.0,194.0,202.0,0.0,,1240.0,65.0,89.0,34.0,NemrutDag,kn-567,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
